@relation 'RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A5-M-1_clustered'

@attribute Instance_number numeric
@attribute 0.393IsAlone=1+0.393FamilySize=1-0.328Fare=3-0.296Pclass=1-0.287Has_Cabin=1... numeric
@attribute 0.427Pclass=1+0.378Has_Cabin=1-0.313Pclass=3+0.312IsAlone=1+0.312FamilySize=1... numeric
@attribute 0.597Pclass=2+0.386Fare=1-0.383Pclass=3-0.355Fare=0-0.222Fare=3... numeric
@attribute -0.692Age=1+0.609Age=2-0.198FamilySize=2+0.159Age=0+0.108IsAlone=1... numeric
@attribute 0.425Fare=2-0.382Age=0-0.357Fare=1-0.338FamilySize=7-0.297Fare=3... numeric
@attribute 0.405FamilySize=2+0.361Age=2+0.301FamilySize=11-0.3Fare=2-0.278Age=0... numeric
@attribute 0.643FamilySize=4-0.434Age=3-0.306FamilySize=2-0.269FamilySize=6-0.253Fare=1... numeric
@attribute 0.699FamilySize=3-0.315FamilySize=4+0.315FamilySize=11-0.261FamilySize=5-0.244FamilySize=2... numeric
@attribute -0.65FamilySize=5+0.328Sex=1+0.292Age=4+0.277FamilySize=2+0.263FamilySize=6... numeric
@attribute -0.631FamilySize=11-0.477FamilySize=6+0.415FamilySize=7-0.205FamilySize=5+0.186Fare=0... numeric
@attribute 0.721FamilySize=8-0.456FamilySize=7-0.346FamilySize=6+0.324FamilySize=5+0.118Age=3... numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1}

@data
559,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,1,cluster0
560,1.671286,0.058863,-1.316049,1.594248,0.93145,0.748322,0.755079,-0.392404,-0.639192,0.493774,0.006859,1,cluster1
561,-1.72637,-3.51606,-0.155667,0.749757,-0.939662,-1.448334,3.447861,-2.556591,0.649912,-0.054116,0.143714,1,cluster1
562,-3.933513,1.710061,-0.843289,0.389683,0.726203,1.962233,0.001196,-0.504122,0.209291,0.340356,-0.112781,1,cluster1
563,-4.17314,0.626625,-1.121386,-0.484223,-1.05946,0.330622,-0.249612,-0.97696,0.484034,0.563098,-0.081893,1,cluster1
564,-1.405374,-2.473136,0.063531,1.389141,1.886023,-0.119462,0.303576,1.884586,-1.168895,0.385352,-0.227794,1,cluster1
565,1.431659,-1.024572,-1.594145,0.720342,-0.854214,-0.883289,0.504271,-0.865241,-0.36445,0.716516,0.037747,1,cluster1
566,-3.540097,1.899253,-0.933653,0.593799,0.844868,1.601158,-0.394344,-0.105519,0.895523,0.181275,-0.031758,1,cluster1
567,1.2973,0.375478,2.852808,-0.781806,-1.274038,0.689607,0.355298,-0.272619,-0.329324,-0.13117,-0.106513,1,cluster0
568,-0.834384,-1.186701,-2.357598,-0.953784,-1.492756,3.947794,0.715055,4.213666,0.123863,-7.478052,1.098799,0,cluster0
569,-1.75439,-1.618047,-2.539652,1.70154,-2.991721,2.957571,0.312248,0.336341,-2.082426,3.560117,-3.977746,1,cluster1
570,1.165818,0.626406,0.799178,0.621331,-1.237367,-0.30029,-2.132285,-0.624394,-1.566241,0.310638,0.312546,1,cluster1
571,-0.385117,1.969615,0.373548,-0.834271,1.011918,-1.577967,0.293612,-0.270313,0.021432,-0.455921,-0.207722,0,cluster0
572,1.899741,-0.085905,0.60922,-0.930589,-1.010435,0.763372,-0.274987,-0.245307,-0.699237,-0.230745,-0.23692,1,cluster0
573,-3.529065,1.36763,-0.270182,-0.678244,-0.11945,0.418949,-1.997048,-0.843846,-0.391509,0.779744,0.49667,1,cluster1
574,-0.778533,1.780423,0.463912,-1.038387,0.893254,-1.216892,0.689153,-0.668917,-0.664799,-0.29684,-0.288746,1,cluster0
575,-0.818506,3.114844,-0.581699,-1.183113,-0.646768,-0.643155,0.578659,0.243348,0.106083,-0.497022,-0.213108,1,cluster0
576,-1.645001,-3.556571,-0.214566,0.515235,0.10036,-1.751073,0.052768,1.411749,-0.894152,0.608094,-0.196906,0,cluster1
577,-1.726785,-1.651575,2.247611,-1.666227,1.423271,0.940788,-0.115902,-0.926874,0.697648,0.443103,0.150538,1,cluster0
578,-1.645001,-3.556571,-0.214566,0.515235,0.10036,-1.751073,0.052768,1.411749,-0.894152,0.608094,-0.196906,1,cluster1
579,-1.093327,-2.243432,0.032065,1.827779,0.964666,-0.177798,3.303128,-1.68515,1.061401,-0.435938,0.193849,0,cluster1
580,-1.405374,-2.473136,0.063531,1.389141,1.886023,-0.119462,0.303576,1.884586,-1.168895,0.385352,-0.227794,0,cluster1
581,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
582,-1.633445,-2.126327,2.571404,-0.960641,-0.014819,-0.604088,4.299655,-2.068023,0.941868,-0.318484,0.181529,1,cluster0
583,-2.067291,-0.750072,2.347204,0.089809,1.315004,-0.483949,-2.36874,-0.907358,0.516875,0.825405,0.781028,0,cluster1
584,-2.182524,-1.49649,2.042224,1.06686,2.020489,1.654388,-0.086604,-0.969918,0.500863,0.584305,0.212241,0,cluster1
585,1.234977,0.719754,2.557057,2.155398,-0.558156,1.042132,-0.010945,0.082941,0.160123,-0.14905,0.036214,0,cluster1
586,-0.818506,3.114844,-0.581699,-1.183113,-0.646768,-0.643155,0.578659,0.243348,0.106083,-0.497022,-0.213108,0,cluster0
587,0.614668,1.275135,2.675046,-0.895046,-1.252534,0.455629,0.466946,-0.268938,-0.398743,-0.170376,-0.228202,1,cluster0
588,-1.119039,2.681926,0.563506,0.717649,0.784986,-2.641629,-1.563686,-0.6494,-0.845572,0.085462,0.341743,0,cluster1
589,1.610526,1.002945,0.341094,-0.839713,-0.870266,0.168319,-0.55888,0.156977,-0.082425,-0.429032,-0.277585,1,cluster0
590,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
591,-2.066835,-0.981098,1.616158,-1.309483,-1.673505,0.330724,4.584703,-1.554361,1.026519,-0.359584,0.176144,1,cluster0
592,-2.522574,-0.826014,1.410771,1.423604,-1.076288,1.044324,4.614001,-1.597404,0.829733,-0.218383,0.237847,1,cluster1
593,-1.667662,3.080736,-0.696721,1.345858,-0.168215,0.431519,1.003498,-0.198299,-0.776934,-0.196739,-0.232428,1,cluster1
594,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
595,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
596,-2.005147,-2.731407,-3.023827,1.028586,-5.153137,0.016773,-0.783854,0.453253,2.776709,2.328155,8.812008,0,cluster1
597,-0.730927,-1.923765,-0.086342,-1.610894,1.805539,0.653478,-1.141727,-0.500959,1.013966,0.184447,0.101155,0,cluster0
598,1.534924,-0.55309,0.060226,-0.654719,0.911121,-0.877235,-0.139425,-0.195135,0.027741,-0.352648,-0.018492,0,cluster0
599,-1.124343,-2.112957,0.004023,-1.81501,1.686874,1.014553,-0.746187,-0.899562,0.327734,0.343528,0.020131,0,cluster0
600,-1.552076,-2.166838,2.512505,-1.195163,1.025203,-0.906826,0.904562,1.900317,-0.602196,0.343725,-0.159091,1,cluster0
601,-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,1,cluster0
602,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
603,-0.753817,2.721324,0.149868,1.094445,0.831784,-3.485079,0.150335,1.201428,2.564625,0.085614,0.451837,1,cluster1
604,1.899741,-0.085905,0.60922,-0.930589,-1.010435,0.763372,-0.274987,-0.245307,-0.699237,-0.230745,-0.23692,0,cluster0
605,1.431659,-1.024572,-1.594145,0.720342,-0.854214,-0.883289,0.504271,-0.865241,-0.36445,0.716516,0.037747,0,cluster1
606,-3.933513,1.710061,-0.843289,0.389683,0.726203,1.962233,0.001196,-0.504122,0.209291,0.340356,-0.112781,1,cluster1
607,-1.994016,-2.701482,-2.817749,0.827634,-4.777384,1.32596,0.06144,-0.136496,-1.807684,3.782859,-3.946858,1,cluster1
608,0.614668,1.275135,2.675046,-0.895046,-1.252534,0.455629,0.466946,-0.268938,-0.398743,-0.170376,-0.228202,1,cluster0
609,-1.667662,3.080736,-0.696721,1.345858,-0.168215,0.431519,1.003498,-0.198299,-0.776934,-0.196739,-0.232428,1,cluster1
610,0.827292,1.871104,-0.91533,1.732053,1.129408,-0.079507,0.680928,-0.07266,0.11015,0.270626,0.020341,0,cluster1
611,-1.75439,-1.618047,-2.539652,1.70154,-2.991721,2.957571,0.312248,0.336341,-2.082426,3.560117,-3.977746,0,cluster1
612,0.99535,-0.363681,2.27896,1.281492,-2.343819,-0.589479,-0.261753,-0.389897,0.434865,0.073692,0.067102,1,cluster1
613,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
614,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
615,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
616,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
617,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
618,-1.19617,-3.645518,-1.328723,1.306346,-0.736625,-2.973829,-2.298989,-1.788613,2.066355,-3.003798,-2.141222,0,cluster1
619,-1.211923,2.925651,-0.491334,-1.387229,-0.765433,-0.28208,0.9742,-0.155255,-0.580149,-0.337941,-0.294131,1,cluster0
620,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
621,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,1,cluster0
622,1.431659,-1.024572,-1.594145,0.720342,-0.854214,-0.883289,0.504271,-0.865241,-0.36445,0.716516,0.037747,1,cluster1
623,-3.204925,0.76632,-1.099039,-2.389875,-0.510184,-0.228857,0.678633,-1.854122,-5.363412,-1.876188,2.2356,1,cluster0
624,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,1,cluster0
625,-1.76552,-1.647971,-2.74573,1.902492,-3.367473,1.648384,-0.533046,0.926091,2.501966,2.105414,8.781119,0,cluster1
626,-2.247442,-3.095189,2.029022,0.664019,-0.163243,-1.824838,0.683052,1.384436,-0.524239,0.707668,-0.066499,1,cluster1
627,-0.556219,-2.439028,0.178553,-1.13983,1.407471,-1.194136,-0.121263,2.326233,-0.285878,0.08507,-0.208474,0,cluster0
628,0.84156,0.530562,2.647421,1.951282,-0.67682,1.403207,0.384596,-0.315663,-0.526109,0.010032,-0.04481,0,cluster1
629,-1.945845,3.637962,-0.301376,0.164691,-0.992365,-1.345742,-0.883098,-0.534342,-1.447153,0.203442,0.255334,1,cluster1
630,1.825076,-0.83538,-1.68451,0.924458,-0.735549,-1.244364,0.10873,-0.466638,0.321782,0.557434,0.118771,1,cluster1
631,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
632,2.151741,0.84468,-1.424706,0.993993,0.272763,-2.233464,0.186964,1.520985,2.787017,0.735026,0.685738,0,cluster1
633,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
634,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
635,-1.789108,-1.307298,1.951859,1.270976,2.139154,1.293313,-0.482144,-0.571315,1.187094,0.425224,0.293265,0,cluster1
636,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
637,1.234977,0.719754,2.557057,2.155398,-0.558156,1.042132,-0.010945,0.082941,0.160123,-0.14905,0.036214,0,cluster1
638,-0.135875,2.215187,-0.403937,-1.069872,-0.668272,-0.409177,0.467012,0.239667,0.175502,-0.457816,-0.091419,0,cluster0
639,0.144661,2.770761,-1.093092,1.618813,1.150912,-0.313485,0.792576,-0.068979,0.040731,0.23142,-0.101348,0,cluster1
640,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
641,-1.726785,-1.651575,2.247611,-1.666227,1.423271,0.940788,-0.115902,-0.926874,0.697648,0.443103,0.150538,1,cluster0
642,-1.512456,2.492733,0.653871,0.513533,0.666322,-2.280555,-1.168145,-1.048003,-1.531803,0.244543,0.26072,1,cluster1
643,0.429298,-1.792967,-1.0827,-1.419834,0.949247,-0.643253,0.348402,2.570611,-0.069794,0.631209,-0.163803,0,cluster0
644,-0.253725,-1.627566,0.431795,1.521503,0.201797,0.798996,-0.623067,2.631621,-0.52341,0.189093,-0.284175,0,cluster1
645,-3.605015,0.300555,-0.946855,0.190957,-1.338864,-1.878067,0.375312,2.248836,-0.129579,0.304639,-0.310498,1,cluster1
646,1.382071,1.147713,-1.584175,1.685124,1.071618,0.153269,0.471186,0.00988,-0.02238,0.295487,-0.033807,0,cluster1
647,-2.909649,1.228906,-0.463372,-1.668224,-0.150418,-0.960056,0.596821,2.764717,-0.207536,-0.059304,-0.40309,1,cluster0
648,-0.753817,2.721324,0.149868,1.094445,0.831784,-3.485079,0.150335,1.201428,2.564625,0.085614,0.451837,0,cluster1
649,-1.740623,-1.6013,-1.617747,0.522764,-0.013765,1.185475,0.274894,-1.821987,-5.553889,-1.631714,2.486534,0,cluster1
650,0.158929,1.430219,2.46966,1.838041,-0.655316,1.169228,0.496244,-0.311982,-0.595528,-0.029175,-0.166499,1,cluster1
651,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,1,cluster0
652,-1.62956,-2.500289,-2.28397,0.957504,-2.395311,-2.039017,-2.013942,-1.274951,2.151005,-3.044898,-2.146607,0,cluster1
653,-4.211697,2.267287,-0.447944,-0.791485,-0.097946,0.184971,-1.8854,-0.840165,-0.460928,0.740538,0.374981,1,cluster1
654,1.671286,0.058863,-1.316049,1.594248,0.93145,0.748322,0.755079,-0.392404,-0.639192,0.493774,0.006859,1,cluster1
655,-2.7622,-1.909449,1.132674,0.549698,-2.861951,-0.587287,4.363193,-2.070242,1.104476,0.004358,0.268735,1,cluster1
656,0.84156,0.530562,2.647421,1.951282,-0.67682,1.403207,0.384596,-0.315663,-0.526109,0.010032,-0.04481,1,cluster1
657,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
658,-1.645001,-3.556571,-0.214566,0.515235,0.10036,-1.751073,0.052768,1.411749,-0.894152,0.608094,-0.196906,1,cluster1
659,0.476744,0.063377,2.098427,2.227152,1.244735,-0.2374,0.520158,-0.265491,0.200869,-0.111872,0.173618,0,cluster1
660,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
661,-3.303066,1.039713,-0.373007,-1.87234,-0.269083,-0.598981,0.992362,2.366113,-0.893767,0.099777,-0.484113,1,cluster0
662,-1.186666,-1.76868,-0.291728,1.122193,2.402757,1.367078,-1.112429,-0.544002,0.817181,0.325649,0.162858,0,cluster1
663,1.918,0.554354,1.042561,-0.78594,0.189294,-0.400117,0.960525,0.021931,0.613738,0.293066,0.156586,0,cluster0
664,0.932483,-0.091707,2.303814,-0.505935,0.647518,-0.951,0.490859,-0.222448,0.397654,-0.253073,0.111915,0,cluster0
665,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
666,-2.441205,-0.866525,1.351872,1.189082,-0.036266,0.741585,1.218908,2.370936,-0.714331,0.443826,-0.102773,1,cluster1
667,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
668,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
669,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
670,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
671,0.083327,-0.125815,2.188792,2.023036,1.126071,0.123674,0.915698,-0.664094,-0.485362,0.047209,0.092594,1,cluster1
672,-1.580083,-1.957873,-0.201364,0.918077,2.284092,1.728153,-0.716888,-0.942606,0.130949,0.48473,0.081835,1,cluster1
673,-0.637588,-2.398517,0.237452,-0.905308,0.367449,-0.891397,3.27383,-1.642107,1.258186,-0.57714,0.132146,0,cluster0
674,-0.840856,2.1247,0.168161,1.898817,1.609136,-0.864367,0.32291,-0.313357,-0.175353,-0.314719,-0.146019,1,cluster1
675,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,1,cluster0
676,1.597791,-0.825063,0.035372,1.132708,-2.080216,-0.515714,-0.892037,-0.362585,0.064952,-0.025883,-0.063305,1,cluster1
677,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
678,-1.592049,-0.832417,1.466894,-1.339889,-0.514819,-0.333089,0.794069,2.812582,0.168686,0.143544,-0.083452,0,cluster0
679,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
680,-0.436408,1.782268,0.741267,0.83089,0.763482,-2.407651,-1.675334,-0.653081,-0.776153,0.124668,0.463432,0,cluster1
681,-2.247442,-3.095189,2.029022,0.664019,-0.163243,-1.824838,0.683052,1.384436,-0.524239,0.707668,-0.066499,1,cluster1
682,-1.6006,-2.51229,-2.908114,1.03175,-4.65872,0.964885,-0.3341,0.262107,-1.121452,3.623777,-3.865834,0,cluster1
683,-0.158225,1.225042,0.345922,2.012057,1.587632,-0.630389,0.211262,-0.317038,-0.105934,-0.275513,-0.02433,1,cluster1
684,-0.095902,0.880766,0.641674,-0.925146,0.87175,-0.982914,0.577505,-0.672598,-0.59538,-0.257634,-0.167057,1,cluster0
685,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
686,-0.949635,-2.62822,0.268917,-1.343946,1.288806,-0.833061,0.274277,1.92763,-0.972109,0.244151,-0.289498,0,cluster0
687,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
688,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
689,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
690,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,1,cluster0
691,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
692,-0.385117,1.969615,0.373548,-0.834271,1.011918,-1.577967,0.293612,-0.270313,0.021432,-0.455921,-0.207722,1,cluster0
693,-0.385117,1.969615,0.373548,-0.834271,1.011918,-1.577967,0.293612,-0.270313,0.021432,-0.455921,-0.207722,0,cluster0
694,-0.818506,3.114844,-0.581699,-1.183113,-0.646768,-0.643155,0.578659,0.243348,0.106083,-0.497022,-0.213108,0,cluster0
695,-1.274246,3.269928,-0.787085,1.549974,-0.049551,0.070445,0.607958,0.200305,-0.090702,-0.35582,-0.151404,0,cluster1
696,1.559235,0.815598,0.708814,0.825447,-1.118702,-0.661365,-2.527826,-0.22579,-0.88001,0.151557,0.39357,0,cluster1
697,-0.840856,2.1247,0.168161,1.898817,1.609136,-0.864367,0.32291,-0.313357,-0.175353,-0.314719,-0.146019,1,cluster1
698,-2.247442,-3.095189,2.029022,0.664019,-0.163243,-1.824838,0.683052,1.384436,-0.524239,0.707668,-0.066499,1,cluster1
699,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,1,cluster0
700,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
701,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
702,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,1,cluster0
703,-1.552429,3.827154,-0.39174,0.368807,-0.8737,-1.706817,-1.278639,-0.135738,-0.760921,0.044361,0.336358,0,cluster1
704,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
705,-1.580083,-1.957873,-0.201364,0.918077,2.284092,1.728153,-0.716888,-0.942606,0.130949,0.48473,0.081835,1,cluster1
706,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
707,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
708,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
709,-4.211697,2.267287,-0.447944,-0.791485,-0.097946,0.184971,-1.8854,-0.840165,-0.460928,0.740538,0.374981,1,cluster1
710,-1.62956,-2.500289,-2.28397,0.957504,-2.395311,-2.039017,-2.013942,-1.274951,2.151005,-3.044898,-2.146607,0,cluster1
711,1.2973,0.375478,2.852808,-0.781806,-1.274038,0.689607,0.355298,-0.272619,-0.329324,-0.13117,-0.106513,1,cluster0
712,-1.512456,2.492733,0.653871,0.513533,0.666322,-2.280555,-1.168145,-1.048003,-1.531803,0.244543,0.26072,1,cluster1
713,-1.695768,-1.78205,2.275653,1.976563,0.701063,-0.251563,3.933413,-1.712463,1.431314,-0.336363,0.324256,0,cluster1
714,-0.556219,-2.439028,0.178553,-1.13983,1.407471,-1.194136,-0.121263,2.326233,-0.285878,0.08507,-0.208474,1,cluster0
715,-1.211923,2.925651,-0.491334,-1.387229,-0.765433,-0.28208,0.9742,-0.155255,-0.580149,-0.337941,-0.294131,1,cluster0
716,-3.933513,1.710061,-0.843289,0.389683,0.726203,1.962233,0.001196,-0.504122,0.209291,0.340356,-0.112781,1,cluster1
717,2.151741,0.84468,-1.424706,0.993993,0.272763,-2.233464,0.186964,1.520985,2.787017,0.735026,0.685738,0,cluster1
718,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
719,1.462261,0.709438,0.837175,1.947148,0.786511,0.313482,0.989823,-0.021113,0.416953,0.434268,0.218289,0,cluster1
720,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,1,cluster1
721,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
722,-0.436408,1.782268,0.741267,0.83089,0.763482,-2.407651,-1.675334,-0.653081,-0.776153,0.124668,0.463432,0,cluster1
723,1.2973,0.375478,2.852808,-0.781806,-1.274038,0.689607,0.355298,-0.272619,-0.329324,-0.13117,-0.106513,1,cluster0
724,-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,0,cluster0
725,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
726,-3.933513,1.710061,-0.843289,0.389683,0.726203,1.962233,0.001196,-0.504122,0.209291,0.340356,-0.112781,1,cluster1
727,-2.401726,0.844512,-0.550505,-2.026048,0.226146,1.121537,-0.53529,-0.066156,1.161727,0.07928,0.028228,0,cluster0
728,-0.529291,2.025994,-0.313573,-1.273988,-0.786937,-0.048102,0.862552,-0.158936,-0.51073,-0.298734,-0.172442,1,cluster0
729,0.105677,0.864329,1.438932,-1.058894,-1.129833,0.344887,1.171448,-0.107389,-0.203927,-0.135093,0.025506,1,cluster0
730,-1.54686,-3.829964,-0.940597,-0.0023,-0.140741,-1.380948,-0.260961,-2.808487,-5.363797,-1.367872,2.522807,0,cluster1
731,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
732,-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,1,cluster0
733,0.035882,-1.982159,-0.992335,-1.62395,0.830582,-0.282179,0.743943,2.172008,-0.756026,0.79029,-0.244827,0,cluster0
734,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
735,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
736,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
737,0.297515,1.069958,0.551309,-0.72103,0.990414,-1.343989,0.181964,-0.273994,0.090851,-0.416715,-0.086034,1,cluster0
738,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0,cluster0
739,-2.795143,0.655319,-0.460141,-2.230164,0.107482,1.482611,-0.13975,-0.46476,0.475495,0.238361,-0.052796,1,cluster0
740,-0.556219,-2.439028,0.178553,-1.13983,1.407471,-1.194136,-0.121263,2.326233,-0.285878,0.08507,-0.208474,0,cluster0
741,-1.726785,-1.651575,2.247611,-1.666227,1.423271,0.940788,-0.115902,-0.926874,0.697648,0.443103,0.150538,1,cluster0
742,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
743,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
744,-0.504576,2.966895,-0.627617,0.858843,-0.848406,-2.316288,0.323735,1.711409,2.718694,0.083719,0.56814,0,cluster1
745,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
746,-4.211697,2.267287,-0.447944,-0.791485,-0.097946,0.184971,-1.8854,-0.840165,-0.460928,0.740538,0.374981,1,cluster1
747,0.956793,1.27698,2.952401,0.97423,-1.382305,-0.73513,-1.897541,-0.253103,-0.510096,0.251132,0.523976,0,cluster1
748,-1.854026,-2.905997,1.938657,0.868135,-0.044578,-2.185912,0.287512,1.78304,0.161993,0.548587,0.014524,1,cluster1
749,-0.818506,3.114844,-0.581699,-1.183113,-0.646768,-0.643155,0.578659,0.243348,0.106083,-0.497022,-0.213108,0,cluster0
