@relation RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
801,0,1.732051,1.732051,1.732051,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
802,3.464102,-1.732051,1.732051,-1.732051,-3.464102,0,0,-1.732051,1.732051,3.464102,0,cluster3
803,3.464102,0,1.732051,-1.732051,0,-3.464102,1.732051,0,-1.732051,1.732051,0,cluster2
804,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
805,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster5
806,5.196152,0,1.732051,0,1.732051,0,1.732051,0,0,3.464102,1,cluster5
807,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster6
808,1.732051,0,1.732051,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster3
809,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
810,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
811,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,1,cluster3
812,1.732051,1.732051,1.732051,5.196152,-1.732051,0,-5.196152,-5.196152,-1.732051,-3.464102,0,cluster1
813,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster5
814,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
815,3.464102,-1.732051,0,0,-1.732051,-1.732051,0,0,1.732051,3.464102,0,cluster2
816,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster6
817,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
818,1.732051,0,1.732051,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,0,cluster6
819,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster5
820,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster1
821,3.464102,0,0,3.464102,-3.464102,0,-1.732051,-5.196152,-1.732051,1.732051,1,cluster0
822,1.732051,0,3.464102,1.732051,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
823,5.196152,1.732051,3.464102,1.732051,-1.732051,0,-1.732051,0,-1.732051,-1.732051,1,cluster5
824,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,0,cluster3
825,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
826,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,0,cluster5
827,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
828,0,1.732051,1.732051,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-3.464102,1,cluster1
829,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster2
830,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
831,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
832,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,1,cluster6
833,-1.732051,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,1.732051,-3.464102,1,cluster1
834,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
835,0,0,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
836,3.464102,0,1.732051,0,-1.732051,0,-1.732051,0,0,0,0,cluster5
837,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
838,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,1,cluster6
839,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
840,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
841,3.464102,0,1.732051,-1.732051,-1.732051,-3.464102,0,-1.732051,-1.732051,1.732051,0,cluster6
842,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
843,1.732051,0,3.464102,1.732051,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
844,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
845,3.464102,1.732051,3.464102,0,-1.732051,0,-1.732051,0,0,-1.732051,0,cluster5
846,3.464102,-1.732051,3.464102,0,0,0,-1.732051,0,0,1.732051,1,cluster5
847,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
848,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,3.464102,1,cluster3
849,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,1,cluster3
850,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
851,3.464102,1.732051,1.732051,0,1.732051,0,-1.732051,0,0,0,1,cluster5
852,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster6
853,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster2
854,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
855,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,3.464102,1,cluster3
856,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster6
857,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
858,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
859,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
860,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
861,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
862,0,0,1.732051,1.732051,-1.732051,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
863,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
864,3.464102,-1.732051,1.732051,0,-1.732051,0,-3.464102,-1.732051,0,3.464102,1,cluster5
865,0,1.732051,0,3.464102,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
866,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,1,cluster0
867,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
868,1.732051,0,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,1.732051,0,cluster3
869,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
870,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
871,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
872,1.732051,-1.732051,0,-1.732051,0,-1.732051,0,1.732051,1.732051,1.732051,1,cluster3
873,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
874,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster2
875,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster5
876,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
877,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster2
878,3.464102,0,3.464102,0,0,0,-1.732051,0,0,1.732051,1,cluster5
879,5.196152,0,1.732051,1.732051,-1.732051,-1.732051,0,0,0,1.732051,0,cluster2
880,5.196152,0,3.464102,1.732051,-1.732051,0,-1.732051,0,-1.732051,0,0,cluster5
881,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
882,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
883,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
884,5.196152,0,5.196152,0,-1.732051,0,0,-1.732051,0,1.732051,0,cluster5
885,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
886,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,1,cluster0
887,0,0,0,1.732051,0,-1.732051,0,-1.732051,1.732051,0,1,cluster0
888,3.464102,-1.732051,1.732051,-1.732051,-1.732051,0,0,-1.732051,1.732051,5.196152,0,cluster3
889,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
890,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
