@relation RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1}

@data
802,3.464102,-1.732051,1.732051,-1.732051,-3.464102,0,0,-1.732051,1.732051,3.464102,0,cluster1
803,3.464102,0,1.732051,-1.732051,0,-3.464102,1.732051,0,-1.732051,1.732051,0,cluster1
804,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
805,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster1
806,5.196152,0,1.732051,0,1.732051,0,1.732051,0,0,3.464102,1,cluster1
807,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster1
808,1.732051,0,1.732051,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster1
809,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
810,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
811,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,1,cluster1
812,1.732051,1.732051,1.732051,5.196152,-1.732051,0,-5.196152,-5.196152,-1.732051,-3.464102,0,cluster0
813,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster1
814,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
815,3.464102,-1.732051,0,0,-1.732051,-1.732051,0,0,1.732051,3.464102,0,cluster1
816,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster1
817,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
818,1.732051,0,1.732051,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,0,cluster1
819,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster1
820,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
821,3.464102,0,0,3.464102,-3.464102,0,-1.732051,-5.196152,-1.732051,1.732051,1,cluster0
822,1.732051,0,3.464102,1.732051,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
823,5.196152,1.732051,3.464102,1.732051,-1.732051,0,-1.732051,0,-1.732051,-1.732051,1,cluster1
824,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,0,cluster1
825,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
826,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,0,cluster1
827,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
828,0,1.732051,1.732051,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-3.464102,1,cluster0
829,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster1
830,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
831,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
832,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,1,cluster1
833,-1.732051,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,1.732051,-3.464102,1,cluster0
834,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
835,0,0,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
836,3.464102,0,1.732051,0,-1.732051,0,-1.732051,0,0,0,0,cluster1
837,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
838,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,1,cluster1
839,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
840,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
841,3.464102,0,1.732051,-1.732051,-1.732051,-3.464102,0,-1.732051,-1.732051,1.732051,0,cluster1
842,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
843,1.732051,0,3.464102,1.732051,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
844,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
845,3.464102,1.732051,3.464102,0,-1.732051,0,-1.732051,0,0,-1.732051,0,cluster1
846,3.464102,-1.732051,3.464102,0,0,0,-1.732051,0,0,1.732051,1,cluster1
847,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
848,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,3.464102,1,cluster1
849,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,1,cluster1
850,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
851,3.464102,1.732051,1.732051,0,1.732051,0,-1.732051,0,0,0,1,cluster1
852,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster1
853,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster1
854,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
855,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,3.464102,1,cluster1
856,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster1
857,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
858,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
859,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
860,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
861,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
862,0,0,1.732051,1.732051,-1.732051,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
863,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
864,3.464102,-1.732051,1.732051,0,-1.732051,0,-3.464102,-1.732051,0,3.464102,1,cluster1
865,0,1.732051,0,3.464102,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
866,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,1,cluster0
867,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
868,1.732051,0,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,1.732051,0,cluster1
869,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
870,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
871,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
872,1.732051,-1.732051,0,-1.732051,0,-1.732051,0,1.732051,1.732051,1.732051,1,cluster1
873,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
874,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster1
875,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster1
876,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
877,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster1
878,3.464102,0,3.464102,0,0,0,-1.732051,0,0,1.732051,1,cluster1
879,5.196152,0,1.732051,1.732051,-1.732051,-1.732051,0,0,0,1.732051,0,cluster1
880,5.196152,0,3.464102,1.732051,-1.732051,0,-1.732051,0,-1.732051,0,0,cluster1
881,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
882,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
883,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
884,5.196152,0,5.196152,0,-1.732051,0,0,-1.732051,0,1.732051,0,cluster1
885,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
886,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,1,cluster0
887,0,0,0,1.732051,0,-1.732051,0,-1.732051,1.732051,0,1,cluster1
888,3.464102,-1.732051,1.732051,-1.732051,-1.732051,0,0,-1.732051,1.732051,5.196152,0,cluster1
889,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
890,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
